Time;Input;Output;glbl_monitor[0]
0.0389998034;-0.4917562008;-0.2145619392;0.2000000477;0
0.0390206352;0;-0.3113093376;0.2000000477;0
0.0390414670;0.4917562008;-0.3868415356;0.2000000477;0
0.0390622988;0.9500000477;-0.436011076;0.2000000477;0
0.0390831307;1.343502998;-0.4554672241;0.2000000477;0
0.0391039625;1.645448208;-0.4438841343;0.2000000477;0
0.0391247943;1.835259199;-0.4020512104;0.2000000477;0
0.0391456261;1.900000095;-0.3328192234;0.2000000477;0
0.0391664580;1.835259199;-0.2409060001;0.2000000477;0
0.0391872898;1.645448208;-0.1325755119;0.2000000477;0
0.0392081216;1.343502998;-0.01521039009;0.2000000477;0
0.0392289534;0.9500000477;0.1031913757;0.2000000477;0
0.0392497852;0.4917562008;0.2145609856;0.2000000477;0
0.0392706171;0;0.3113086224;0.2000000477;0
0.0392914489;-0.4917562008;0.3868410587;0.2000000477;0
0.0393122807;-0.9500000477;0.4360108376;0.2000000477;0
0.0393331125;-1.34350276;0.4554672241;0.2000000477;0
0.0393539444;-1.645448208;0.4438843727;0.2000000477;0
0.0393747762;-1.835258961;0.4020516872;0.2000000477;0
0.0393956080;-1.899999857;0.3328199387;0.2000000477;0
0.0394164398;-1.835258961;0.2409069538;0.2000000477;0
0.0394372717;-1.645448208;0.132576704;0.2000000477;0
0.0394581035;-1.34350276;0.0152118206;0.2000000477;0
0.0394789353;-0.9500000477;-0.1031897068;0.2000000477;0
0.0394997671;-0.4917562008;-0.2145590782;0.2000000477;0
0.0395205989;0;-0.3113064766;0.2000000477;0
0.0395414308;0.4917562008;-0.3868386745;0.2000000477;0
0.0395622626;0.9500000477;-0.4360084534;0.2000000477;0
0.0395830944;1.343502998;-0.4554648399;0.2000000477;0
0.0396039262;1.645448208;-0.4438819885;0.2000000477;0
0.0396247581;1.835259199;-0.4020493031;0.2000000477;0
0.0396455899;1.900000095;-0.3328175545;0.2000000477;0
0.0396664217;1.835259199;-0.2409045696;0.2000000477;0
0.0396872535;1.645448208;-0.1325743198;0.2000000477;0
0.0397080854;1.343502998;-0.01520943642;0.2000000477;0
0.0397289172;0.9500000477;0.103192091;0.2000000477;0
0.0397497490;0.4917562008;0.2145614624;0.2000000477;0
0.0397705808;0;0.3113088608;0.2000000477;0
0.0397914127;-0.4917562008;0.3868410587;0.2000000477;0
0.0398122445;-0.9500000477;0.4360105991;0.2000000477;0
0.0398330763;-1.34350276;0.4554667473;0.2000000477;0
0.0398539081;-1.645448208;0.4438836575;0.2000000477;0
0.0398747399;-1.835258961;0.4020507336;0.2000000477;0
0.0398955718;-1.899999857;0.3328187466;0.2000000477;0
0.0399164036;-1.835258961;0.2409055233;0.2000000477;0
0.0399372354;-1.645448208;0.1325750351;0.2000000477;0
0.0399580672;-1.34350276;0.01520991325;0.2000000477;0
0.0399788991;-0.9500000477;-0.1031918526;0.2000000477;0
0.0399997309;-0.4917562008;-0.2145614624;0.2000000477;0
0.0400205627;0;-0.3113090992;0.2000000477;0
0.0400413945;0.4917562008;-0.3868415356;0.2000000477;0
0.0400622264;0.9500000477;-0.4360113144;0.2000000477;0
0.0400830582;1.343502998;-0.455467701;0.2000000477;0
0.0401038900;1.645448208;-0.4438848495;0.2000000477;0
0.0401247218;1.835259199;-0.4020521641;0.2000000477;0
0.0401455536;1.900000095;-0.3328204155;0.2000000477;0
0.0401663855;1.835259199;-0.2409074306;0.2000000477;0
0.0401872173;1.645448208;-0.1325771809;0.2000000477;0
0.0402080491;1.343502998;-0.01521205902;0.2000000477;0
0.0402288809;0.9500000477;0.1031897068;0.2000000477;0
0.0402497128;0.4917562008;0.2145593166;0.2000000477;0
0.0402705446;0;0.3113069534;0.2000000477;0
0.0402913764;-0.4917562008;0.3868393898;0.2000000477;0
0.0403122082;-0.9500000477;0.4360091686;0.2000000477;0
0.0403330401;-1.34350276;0.4554655552;0.2000000477;0
0.0403538719;-1.645448208;0.4438827038;0.2000000477;0
0.0403747037;-1.835258961;0.4020500183;0.2000000477;0
0.0403955355;-1.899999857;0.3328182697;0.2000000477;0
0.0404163674;-1.835258961;0.2409052849;0.2000000477;0
0.0404371992;-1.645448208;0.1325750351;0.2000000477;0
0.0404580310;-1.34350276;0.01521015167;0.2000000477;0
0.0404788628;-0.9500000477;-0.1031913757;0.2000000477;0
0.0404996946;-0.4917562008;-0.2145607471;0.2000000477;0
0.0405205265;0;-0.3113081455;0.2000000477;0
0.0405413583;0.4917562008;-0.3868403435;0.2000000477;0
0.0405621901;0.9500000477;-0.4360098839;0.2000000477;0
0.0405830219;1.343502998;-0.455466032;0.2000000477;0
0.0406038538;1.645448208;-0.4438829422;0.2000000477;0
0.0406246856;1.835259199;-0.4020500183;0.2000000477;0
0.0406455174;1.900000095;-0.3328180313;0.2000000477;0
0.0406663492;1.835259199;-0.240904808;0.2000000477;0
0.0406871811;1.645448208;-0.1325743198;0.2000000477;0
0.0407080129;1.343502998;-0.015209198;0.2000000477;0
0.0407288447;0.9500000477;0.1031923294;0.2000000477;0
0.0407496765;0.4917562008;0.2145617008;0.2000000477;0
0.0407705083;0;0.3113090992;0.2000000477;0
0.0407913402;-0.4917562008;0.3868412971;0.2000000477;0
0.0408121720;-0.9500000477;0.4360108376;0.2000000477;0
0.0408330038;-1.34350276;0.4554669857;0.2000000477;0
0.0408538356;-1.645448208;0.4438838959;0.2000000477;0
0.0408746675;-1.835258961;0.402050972;0.2000000477;0
0.0408954993;-1.899999857;0.332818985;0.2000000477;0
0.0409163311;-1.835258961;0.2409057617;0.2000000477;0
0.0409371629;-1.645448208;0.1325752735;0.2000000477;0
0.0409579948;-1.34350276;0.01521015167;0.2000000477;0
0.0409788266;-0.9500000477;-0.1031916142;0.2000000477;0
0.0409996584;-0.4917562008;-0.214561224;0.2000000477;0
0.0410204902;0;-0.3113088608;0.2000000477;0
0.0410413221;0.4917562008;-0.3868412971;0.2000000477;0
0.0410621539;0.9500000477;-0.436011076;0.2000000477;0
0.0410829857;1.343502998;-0.4554674625;0.2000000477;0
0.0411038175;1.645448208;-0.4438846111;0.2000000477;0
0.0411246493;1.835259199;-0.4020519257;0.2000000477;0
0.0411454812;1.900000095;-0.3328201771;0.2000000477;0
0.0411663130;1.835259199;-0.2409071922;0.2000000477;0
0.0411871448;1.645448208;-0.1325769424;0.2000000477;0
0.0412079766;1.343502998;-0.0152118206;0.2000000477;0
0.0412288085;0.9500000477;0.1031899452;0.2000000477;0
0.0412496403;0.4917562008;0.2145595551;0.2000000477;0
0.0412704721;0;0.3113071918;0.2000000477;0
0.0412913039;-0.4917562008;0.3868396282;0.2000000477;0
0.0413121358;-0.9500000477;0.436009407;0.2000000477;0
0.0413329676;-1.34350276;0.4554657936;0.2000000477;0
0.0413537994;-1.645448208;0.4438829422;0.2000000477;0
0.0413746312;-1.835258961;0.4020502567;0.2000000477;0
0.0413954630;-1.899999857;0.3328185081;0.2000000477;0
0.0414162949;-1.835258961;0.2409055233;0.2000000477;0
0.0414371267;-1.645448208;0.1325752735;0.2000000477;0
0.0414579585;-1.34350276;0.01521039009;0.2000000477;0
0.0414787903;-0.9500000477;-0.1031911373;0.2000000477;0
0.0414996222;-0.4917562008;-0.2145605087;0.2000000477;0
0.0415204540;0;-0.3113079071;0.2000000477;0
0.0415412858;0.4917562008;-0.3868401051;0.2000000477;0
0.0415621176;0.9500000477;-0.4360096455;0.2000000477;0
0.0415829495;1.343502998;-0.4554657936;0.2000000477;0
0.0416037813;1.645448208;-0.4438827038;0.2000000477;0
0.0416246131;1.835259199;-0.4020497799;0.2000000477;0
0.0416454449;1.900000095;-0.3328177929;0.2000000477;0
0.0416662768;1.835259199;-0.2409045696;0.2000000477;0
0.0416871086;1.645448208;-0.1325740814;0.2000000477;0
0.0417079404;1.343502998;-0.01520895958;0.2000000477;0
0.0417287722;0.9500000477;0.1031925678;0.2000000477;0
0.0417496040;0.4917562008;0.2145619392;0.2000000477;0
0.0417704359;0;0.3113093376;0.2000000477;0
0.0417912677;-0.4917562008;0.3868415356;0.2000000477;0
0.0418120995;-0.9500000477;0.436011076;0.2000000477;0
0.0418329313;-1.34350276;0.4554672241;0.2000000477;0
0.0418537632;-1.645448208;0.4438841343;0.2000000477;0
0.0418745950;-1.835258961;0.4020512104;0.2000000477;0
0.0418954268;-1.899999857;0.3328192234;0.2000000477;0
0.0419162586;-1.835258961;0.2409060001;0.2000000477;0
0.0419370905;-1.645448208;0.1325755119;0.2000000477;0
0.0419579223;-1.34350276;0.01521039009;0.2000000477;0
0.0419787541;-0.9500000477;-0.1031913757;0.2000000477;0
0.0419995859;-0.4917562008;-0.2145609856;0.2000000477;0
0.0420204177;0;-0.3113086224;0.2000000477;0
0.0420412496;0.4917562008;-0.3868410587;0.2000000477;0
0.0420620814;0.9500000477;-0.4360108376;0.2000000477;0
0.0420829132;1.343502998;-0.4554672241;0.2000000477;0
0.0421037450;1.645448208;-0.4438843727;0.2000000477;0
0.0421245769;1.835259199;-0.4020516872;0.2000000477;0
0.0421454087;1.900000095;-0.3328199387;0.2000000477;0
0.0421662405;1.835259199;-0.2409069538;0.2000000477;0
0.0421870723;1.645448208;-0.132576704;0.2000000477;0
0.0422079042;1.343502998;-0.0152118206;0.2000000477;0
0.0422287360;0.9500000477;0.1031897068;0.2000000477;0
0.0422495678;0.4917562008;0.2145590782;0.2000000477;0
0.0422703996;0;0.3113064766;0.2000000477;0
0.0422912315;-0.4917562008;0.3868386745;0.2000000477;0
0.0423120633;-0.9500000477;0.4360084534;0.2000000477;0
0.0423328951;-1.34350276;0.4554648399;0.2000000477;0
0.0423537269;-1.645448208;0.4438819885;0.2000000477;0
0.0423745587;-1.835258961;0.4020493031;0.2000000477;0
0.0423953906;-1.899999857;0.3328175545;0.2000000477;0
0.0424162224;-1.835258961;0.2409045696;0.2000000477;0
0.0424370542;-1.645448208;0.1325743198;0.2000000477;0
0.0424578860;-1.34350276;0.01520943642;0.2000000477;0
0.0424787179;-0.9500000477;-0.103192091;0.2000000477;0
0.0424995497;-0.4917562008;-0.2145614624;0.2000000477;0
0.0425203815;0;-0.3113088608;0.2000000477;0
0.0425412133;0.4917562008;-0.3868410587;0.2000000477;0
0.0425620452;0.9500000477;-0.4360105991;0.2000000477;0
0.0425828770;1.343502998;-0.4554667473;0.2000000477;0
0.0426037088;1.645448208;-0.4438836575;0.2000000477;0
0.0426245406;1.835259199;-0.4020507336;0.2000000477;0
0.0426453725;1.900000095;-0.3328187466;0.2000000477;0
0.0426662043;1.835259199;-0.2409055233;0.2000000477;0
0.0426870361;1.645448208;-0.1325750351;0.2000000477;0
0.0427078679;1.343502998;-0.01520991325;0.2000000477;0
0.0427286997;0.9500000477;0.1031918526;0.2000000477;0
0.0427495316;0.4917562008;0.2145614624;0.2000000477;0
0.0427703634;0;0.3113090992;0.2000000477;0
0.0427911952;-0.4917562008;0.3868415356;0.2000000477;0
0.0428120270;-0.9500000477;0.4360113144;0.2000000477;0
0.0428328589;-1.34350276;0.455467701;0.2000000477;0
0.0428536907;-1.645448208;0.4438848495;0.2000000477;0
0.0428745225;-1.835258961;0.4020521641;0.2000000477;0
0.0428953543;-1.899999857;0.3328204155;0.2000000477;0
0.0429161862;-1.835258961;0.2409074306;0.2000000477;0
0.0429370180;-1.645448208;0.1325771809;0.2000000477;0
0.0429578498;-1.34350276;0.01521205902;0.2000000477;0
0.0429786816;-0.9500000477;-0.1031897068;0.2000000477;0
0.0429995134;-0.4917562008;-0.2145593166;0.2000000477;0
0.0430203453;0;-0.3113069534;0.2000000477;0
0.0430411771;0.4917562008;-0.3868393898;0.2000000477;0
0.0430620089;0.9500000477;-0.4360091686;0.2000000477;0
0.0430828407;1.343502998;-0.4554655552;0.2000000477;0
0.0431036726;1.645448208;-0.4438827038;0.2000000477;0
0.0431245044;1.835259199;-0.4020500183;0.2000000477;0
0.0431453362;1.900000095;-0.3328182697;0.2000000477;0
0.0431661680;1.835259199;-0.2409052849;0.2000000477;0
0.0431869999;1.645448208;-0.1325750351;0.2000000477;0
0.0432078317;1.343502998;-0.01521015167;0.2000000477;0
0.0432286635;0.9500000477;0.1031913757;0.2000000477;0
0.0432494953;0.4917562008;0.2145607471;0.2000000477;0
0.0432703272;0;0.3113081455;0.2000000477;0
0.0432911590;-0.4917562008;0.3868403435;0.2000000477;0
0.0433119908;-0.9500000477;0.4360098839;0.2000000477;0
0.0433328226;-1.34350276;0.455466032;0.2000000477;0
0.0433536544;-1.645448208;0.4438829422;0.2000000477;0
0.0433744863;-1.835258961;0.4020500183;0.2000000477;0
0.0433953181;-1.899999857;0.3328180313;0.2000000477;0
0.0434161499;-1.835258961;0.240904808;0.2000000477;0
0.0434369817;-1.645448208;0.1325743198;0.2000000477;0
0.0434578136;-1.34350276;0.015209198;0.2000000477;0
0.0434786454;-0.9500000477;-0.1031923294;0.2000000477;0
0.0434994772;-0.4917562008;-0.2145617008;0.2000000477;0
0.0435203090;0;-0.3113090992;0.2000000477;0
0.0435411409;0.4917562008;-0.3868412971;0.2000000477;0
0.0435619727;0.9500000477;-0.4360108376;0.2000000477;0
0.0435828045;1.343502998;-0.4554669857;0.2000000477;0
0.0436036363;1.645448208;-0.4438838959;0.2000000477;0
0.0436244681;1.835259199;-0.402050972;0.2000000477;0
0.0436453000;1.900000095;-0.332818985;0.2000000477;0
0.0436661318;1.835259199;-0.2409057617;0.2000000477;0
0.0436869636;1.645448208;-0.1325752735;0.2000000477;0
0.0437077954;1.343502998;-0.01521015167;0.2000000477;0
0.0437286273;0.9500000477;0.1031916142;0.2000000477;0
0.0437494591;0.4917562008;0.214561224;0.2000000477;0
0.0437702909;0;0.3113088608;0.2000000477;0
0.0437911227;-0.4917562008;0.3868412971;0.2000000477;0
0.0438119546;-0.9500000477;0.436011076;0.2000000477;0
0.0438327864;-1.34350276;0.4554674625;0.2000000477;0
0.0438536182;-1.645448208;0.4438846111;0.2000000477;0
0.0438744500;-1.835258961;0.4020519257;0.2000000477;0
0.0438952819;-1.899999857;0.3328201771;0.2000000477;0
0.0439161137;-1.835258961;0.2409071922;0.2000000477;0
0.0439369455;-1.645448208;0.1325769424;0.2000000477;0
0.0439577773;-1.34350276;0.0152118206;0.2000000477;0
0.0439786091;-0.9500000477;-0.1031899452;0.2000000477;0
0.0439994410;-0.4917562008;-0.2145595551;0.2000000477;0
0.0440202728;0;-0.3113071918;0.2000000477;0
0.0440411046;0.4917562008;-0.3868396282;0.2000000477;0
0.0440619364;0.9500000477;-0.436009407;0.2000000477;0
0.0440827683;1.343502998;-0.4554657936;0.2000000477;0
0.0441036001;1.645448208;-0.4438829422;0.2000000477;0
0.0441244319;1.835259199;-0.4020502567;0.2000000477;0
0.0441452637;1.900000095;-0.3328185081;0.2000000477;0
0.0441660956;1.835259199;-0.2409055233;0.2000000477;0
0.0441869274;1.645448208;-0.1325752735;0.2000000477;0
0.0442077592;1.343502998;-0.01521039009;0.2000000477;0
0.0442285910;0.9500000477;0.1031911373;0.2000000477;0
0.0442494228;0.4917562008;0.2145605087;0.2000000477;0
0.0442702547;0;0.3113079071;0.2000000477;0
0.0442910865;-0.4917562008;0.3868401051;0.2000000477;0
0.0443119183;-0.9500000477;0.4360096455;0.2000000477;0
0.0443327501;-1.34350276;0.4554657936;0.2000000477;0
0.0443535820;-1.645448208;0.4438827038;0.2000000477;0
0.0443744138;-1.835258961;0.4020497799;0.2000000477;0
0.0443952456;-1.899999857;0.3328177929;0.2000000477;0
0.0444160774;-1.835258961;0.2409045696;0.2000000477;0
0.0444369093;-1.645448208;0.1325740814;0.2000000477;0
0.0444577411;-1.34350276;0.01520895958;0.2000000477;0
0.0444785729;-0.9500000477;-0.1031925678;0.2000000477;0
0.0444994047;-0.4917562008;-0.2145619392;0.2000000477;0
0.0445202366;0;-0.3113093376;0.2000000477;0
0.0445410684;0.4917562008;-0.3868415356;0.2000000477;0
0.0445619002;0.9500000477;-0.436011076;0.2000000477;0
0.0445827320;1.343502998;-0.4554672241;0.2000000477;0
0.0446035638;1.645448208;-0.4438841343;0.2000000477;0
0.0446243957;1.835259199;-0.4020512104;0.2000000477;0
0.0446452275;1.900000095;-0.3328192234;0.2000000477;0
0.0446660593;1.835259199;-0.2409060001;0.2000000477;0
0.0446868911;1.645448208;-0.1325755119;0.2000000477;0
0.0447077230;1.343502998;-0.01521039009;0.2000000477;0
0.0447285548;0.9500000477;0.1031913757;0.2000000477;0
0.0447493866;0.4917562008;0.2145609856;0.2000000477;0
0.0447702184;0;0.3113086224;0.2000000477;0
0.0447910503;-0.4917562008;0.3868410587;0.2000000477;0
0.0448118821;-0.9500000477;0.4360108376;0.2000000477;0
0.0448327139;-1.34350276;0.4554672241;0.2000000477;0
0.0448535457;-1.645448208;0.4438843727;0.2000000477;0
0.0448743775;-1.835258961;0.4020516872;0.2000000477;0
0.0448952094;-1.899999857;0.3328199387;0.2000000477;0
0.0449160412;-1.835258961;0.2409069538;0.2000000477;0
0.0449368730;-1.645448208;0.132576704;0.2000000477;0
0.0449577048;-1.34350276;0.0152118206;0.2000000477;0
0.0449785367;-0.9500000477;-0.1031897068;0.2000000477;0
0.0449993685;-0.4917562008;-0.2145590782;0.2000000477;0
0.0450202003;0;-0.3113064766;0.2000000477;0
0.0450410321;0.4917562008;-0.3868386745;0.2000000477;0
0.0450618640;0.9500000477;-0.4360084534;0.2000000477;0
0.0450826958;1.343502998;-0.4554648399;0.2000000477;0
0.0451035276;1.645448208;-0.4438819885;0.2000000477;0
0.0451243594;1.835259199;-0.4020493031;0.2000000477;0
0.0451451913;1.900000095;-0.3328175545;0.2000000477;0
0.0451660231;1.835259199;-0.2409045696;0.2000000477;0
0.0451868549;1.645448208;-0.1325743198;0.2000000477;0
0.0452076867;1.343502998;-0.01520943642;0.2000000477;0
0.0452285185;0.9500000477;0.103192091;0.2000000477;0
0.0452493504;0.4917562008;0.2145614624;0.2000000477;0
0.0452701822;0;0.3113088608;0.2000000477;0
0.0452910140;-0.4917562008;0.3868410587;0.2000000477;0
0.0453118458;-0.9500000477;0.4360105991;0.2000000477;0
0.0453326777;-1.34350276;0.4554667473;0.2000000477;0
0.0453535095;-1.645448208;0.4438836575;0.2000000477;0
0.0453743413;-1.835258961;0.4020507336;0.2000000477;0
0.0453951731;-1.899999857;0.3328187466;0.2000000477;0
0.0454160050;-1.835258961;0.2409055233;0.2000000477;0
0.0454368368;-1.645448208;0.1325750351;0.2000000477;0
0.0454576686;-1.34350276;0.01520991325;0.2000000477;0
0.0454785004;-0.9500000477;-0.1031918526;0.2000000477;0
0.0454993322;-0.4917562008;-0.2145614624;0.2000000477;0
0.0455201641;0;-0.3113090992;0.2000000477;0
0.0455409959;0.4917562008;-0.3868415356;0.2000000477;0
0.0455618277;0.9500000477;-0.4360113144;0.2000000477;0
0.0455826595;1.343502998;-0.455467701;0.2000000477;0
0.0456034914;1.645448208;-0.4438848495;0.2000000477;0
0.0456243232;1.835259199;-0.4020521641;0.2000000477;0
0.0456451550;1.900000095;-0.3328204155;0.2000000477;0
0.0456659868;1.835259199;-0.2409074306;0.2000000477;0
0.0456868187;1.645448208;-0.1325771809;0.2000000477;0
0.0457076505;1.343502998;-0.01521205902;0.2000000477;0
0.0457284823;0.9500000477;0.1031897068;0.2000000477;0
0.0457493141;0.4917562008;0.2145593166;0.2000000477;0
0.0457701460;0;0.3113069534;0.2000000477;0
0.0457909778;-0.4917562008;0.3868393898;0.2000000477;0
0.0458118096;-0.9500000477;0.4360091686;0.2000000477;0
0.0458326414;-1.34350276;0.4554655552;0.2000000477;0
0.0458534732;-1.645448208;0.4438827038;0.2000000477;0
0.0458743051;-1.835258961;0.4020500183;0.2000000477;0
0.0458951369;-1.899999857;0.3328182697;0.2000000477;0
0.0459159687;-1.835258961;0.2409052849;0.2000000477;0
0.0459368005;-1.645448208;0.1325750351;0.2000000477;0
0.0459576324;-1.34350276;0.01521015167;0.2000000477;0
0.0459784642;-0.9500000477;-0.1031913757;0.2000000477;0
0.0459992960;-0.4917562008;-0.2145607471;0.2000000477;0
0.0460201278;0;-0.3113081455;0.2000000477;0
0.0460409597;0.4917562008;-0.3868403435;0.2000000477;0
0.0460617915;0.9500000477;-0.4360098839;0.2000000477;0
0.0460826233;1.343502998;-0.455466032;0.2000000477;0
0.0461034551;1.645448208;-0.4438829422;0.2000000477;0
0.0461242869;1.835259199;-0.4020500183;0.2000000477;0
0.0461451188;1.900000095;-0.3328180313;0.2000000477;0
0.0461659506;1.835259199;-0.240904808;0.2000000477;0
0.0461867824;1.645448208;-0.1325743198;0.2000000477;0
0.0462076142;1.343502998;-0.015209198;0.2000000477;0
0.0462284461;0.9500000477;0.1031923294;0.2000000477;0
0.0462492779;0.4917562008;0.2145617008;0.2000000477;0
0.0462701097;0;0.3113090992;0.2000000477;0
0.0462909415;-0.4917562008;0.3868412971;0.2000000477;0
0.0463117734;-0.9500000477;0.4360108376;0.2000000477;0
0.0463326052;-1.34350276;0.4554669857;0.2000000477;0
0.0463534370;-1.645448208;0.4438838959;0.2000000477;0
0.0463742688;-1.835258961;0.402050972;0.2000000477;0
0.0463951007;-1.899999857;0.332818985;0.2000000477;0
0.0464159325;-1.835258961;0.2409057617;0.2000000477;0
0.0464367643;-1.645448208;0.1325752735;0.2000000477;0
0.0464575961;-1.34350276;0.01521015167;0.2000000477;0
0.0464784279;-0.9500000477;-0.1031916142;0.2000000477;0
0.0464992598;-0.4917562008;-0.214561224;0.2000000477;0
0.0465200916;0;-0.3113088608;0.2000000477;0
0.0465409234;0.4917562008;-0.3868412971;0.2000000477;0
0.0465617552;0.9500000477;-0.436011076;0.2000000477;0
0.0465825871;1.343502998;-0.4554674625;0.2000000477;0
0.0466034189;1.645448208;-0.4438846111;0.2000000477;0
0.0466242507;1.835259199;-0.4020519257;0.2000000477;0
0.0466450825;1.900000095;-0.3328201771;0.2000000477;0
0.0466659144;1.835259199;-0.2409071922;0.2000000477;0
0.0466867462;1.645448208;-0.1325769424;0.2000000477;0
0.0467075780;1.343502998;-0.0152118206;0.2000000477;0
0.0467284098;0.9500000477;0.1031899452;0.2000000477;0
0.0467492417;0.4917562008;0.2145595551;0.2000000477;0
0.0467700735;0;0.3113071918;0.2000000477;0
0.0467909053;-0.4917562008;0.3868396282;0.2000000477;0
0.0468117371;-0.9500000477;0.436009407;0.2000000477;0
0.0468325689;-1.34350276;0.4554657936;0.2000000477;0
0.0468534008;-1.645448208;0.4438829422;0.2000000477;0
0.0468742326;-1.835258961;0.4020502567;0.2000000477;0
0.0468950644;-1.899999857;0.3328185081;0.2000000477;0
0.0469158962;-1.835258961;0.2409055233;0.2000000477;0
0.0469367281;-1.645448208;0.1325752735;0.2000000477;0
0.0469575599;-1.34350276;0.01521039009;0.2000000477;0
0.0469783917;-0.9500000477;-0.1031911373;0.2000000477;0
0.0469992235;-0.4917562008;-0.2145605087;0.2000000477;0
0.0470200554;0;-0.3113079071;0.2000000477;0
0.0470408872;0.4917562008;-0.3868401051;0.2000000477;0
0.0470617190;0.9500000477;-0.4360096455;0.2000000477;0
0.0470825508;1.343502998;-0.4554657936;0.2000000477;0
0.0471033826;1.645448208;-0.4438827038;0.2000000477;0
0.0471242145;1.835259199;-0.4020497799;0.2000000477;0
0.0471450463;1.900000095;-0.3328177929;0.2000000477;0
0.0471658781;1.835259199;-0.2409045696;0.2000000477;0
0.0471867099;1.645448208;-0.1325740814;0.2000000477;0
0.0472075418;1.343502998;-0.01520895958;0.2000000477;0
0.0472283736;0.9500000477;0.1031925678;0.2000000477;0
0.0472492054;0.4917562008;0.2145619392;0.2000000477;0
0.0472700372;0;0.3113093376;0.2000000477;0
0.0472908691;-0.4917562008;0.3868415356;0.2000000477;0
0.0473117009;-0.9500000477;0.436011076;0.2000000477;0
0.0473325327;-1.34350276;0.4554672241;0.2000000477;0
0.0473533645;-1.645448208;0.4438841343;0.2000000477;0
0.0473741964;-1.835258961;0.4020512104;0.2000000477;0
0.0473950282;-1.899999857;0.3328192234;0.2000000477;0
0.0474158600;-1.835258961;0.2409060001;0.2000000477;0
0.0474366918;-1.645448208;0.1325755119;0.2000000477;0
0.0474575236;-1.34350276;0.01521039009;0.2000000477;0
0.0474783555;-0.9500000477;-0.1031913757;0.2000000477;0
0.0474991873;-0.4917562008;-0.2145609856;0.2000000477;0
0.0475200191;0;-0.3113086224;0.2000000477;0
0.0475408509;0.4917562008;-0.3868410587;0.2000000477;0
0.0475616828;0.9500000477;-0.4360108376;0.2000000477;0
0.0475825146;1.343502998;-0.4554672241;0.2000000477;0
0.0476033464;1.645448208;-0.4438843727;0.2000000477;0
0.0476241782;1.835259199;-0.4020516872;0.2000000477;0
0.0476450101;1.900000095;-0.3328199387;0.2000000477;0
0.0476658419;1.835259199;-0.2409069538;0.2000000477;0
0.0476866737;1.645448208;-0.132576704;0.2000000477;0
0.0477075055;1.343502998;-0.0152118206;0.2000000477;0
0.0477283373;0.9500000477;0.1031897068;0.2000000477;0
0.0477491692;0.4917562008;0.2145590782;0.2000000477;0
0.0477700010;0;0.3113064766;0.2000000477;0
0.0477908328;-0.4917562008;0.3868386745;0.2000000477;0
0.0478116646;-0.9500000477;0.4360084534;0.2000000477;0
0.0478324965;-1.34350276;0.4554648399;0.2000000477;0
0.0478533283;-1.645448208;0.4438819885;0.2000000477;0
0.0478741601;-1.835258961;0.4020493031;0.2000000477;0
0.0478949919;-1.899999857;0.3328175545;0.2000000477;0
0.0479158238;-1.835258961;0.2409045696;0.2000000477;0
0.0479366556;-1.645448208;0.1325743198;0.2000000477;0
0.0479574874;-1.34350276;0.01520943642;0.2000000477;0
0.0479783192;-0.9500000477;-0.103192091;0.2000000477;0
0.0479991511;-0.4917562008;-0.2145614624;0.2000000477;0
0.0480199829;0;-0.3113088608;0.2000000477;0
0.0480408147;0.4917562008;-0.3868410587;0.2000000477;0
0.0480616465;0.9500000477;-0.4360105991;0.2000000477;0
0.0480824783;1.343502998;-0.4554667473;0.2000000477;0
0.0481033102;1.645448208;-0.4438836575;0.2000000477;0
0.0481241420;1.835259199;-0.4020507336;0.2000000477;0
0.0481449738;1.900000095;-0.3328187466;0.2000000477;0
0.0481658056;1.835259199;-0.2409055233;0.2000000477;0
0.0481866375;1.645448208;-0.1325750351;0.2000000477;0
0.0482074693;1.343502998;-0.01520991325;0.2000000477;0
0.0482283011;0.9500000477;0.1031918526;0.2000000477;0
0.0482491329;0.4917562008;0.2145614624;0.2000000477;0
0.0482699648;0;0.3113090992;0.2000000477;0
0.0482907966;-0.4917562008;0.3868415356;0.2000000477;0
0.0483116284;-0.9500000477;0.4360113144;0.2000000477;0
0.0483324602;-1.34350276;0.455467701;0.2000000477;0
0.0483532920;-1.645448208;0.4438848495;0.2000000477;0
0.0483741239;-1.835258961;0.4020521641;0.2000000477;0
0.0483949557;-1.899999857;0.3328204155;0.2000000477;0
0.0484157875;-1.835258961;0.2409074306;0.2000000477;0
0.0484366193;-1.645448208;0.1325771809;0.2000000477;0
0.0484574512;-1.34350276;0.01521205902;0.2000000477;0
0.0484782830;-0.9500000477;-0.1031897068;0.2000000477;0
0.0484991148;-0.4917562008;-0.2145593166;0.2000000477;0
0.0485199466;0;-0.3113069534;0.2000000477;0
0.0485407785;0.4917562008;-0.3868393898;0.2000000477;0
0.0485616103;0.9500000477;-0.4360091686;0.2000000477;0
0.0485824421;1.343502998;-0.4554655552;0.2000000477;0
0.0486032739;1.645448208;-0.4438827038;0.2000000477;0
0.0486241058;1.835259199;-0.4020500183;0.2000000477;0
0.0486449376;1.900000095;-0.3328182697;0.2000000477;0
0.0486657694;1.835259199;-0.2409052849;0.2000000477;0
0.0486866012;1.645448208;-0.1325750351;0.2000000477;0
0.0487074330;1.343502998;-0.01521015167;0.2000000477;0
