Time;Input;Output;glbl_monitor[0]
0.0226043854;1.897396088;1.892189026;0.2000000477;0
0.0226252191;1.895931959;1.8942554;0.2000000477;0
0.0226460528;1.894142866;1.895997047;0.2000000477;0
0.0226668864;1.892029285;1.897413731;0.2000000477;0
0.0226877201;1.889591694;1.898505211;0.2000000477;0
0.0227085538;1.886830091;1.89927125;0.2000000477;0
0.0227293875;1.883745193;1.899711609;0.2000000477;0
0.0227502212;1.880337715;1.89982605;0.2000000477;0
0.0227710549;1.876607895;1.899614573;0.2000000477;0
0.0227918886;1.872556448;1.899077415;0.2000000477;0
0.0228127223;1.868184328;1.898214817;0.2000000477;0
0.0228335559;1.863492012;1.897026777;0.2000000477;0
0.0228543896;1.858480453;1.895513535;0.2000000477;0
0.0228752233;1.853150368;1.893675327;0.2000000477;0
0.0228960570;1.847502947;1.891512632;0.2000000477;0
0.0229168907;1.841538668;1.889025927;0.2000000477;0
0.0229377244;1.835259199;1.886215925;0.2000000477;0
0.0229585581;1.828665018;1.883083105;0.2000000477;0
0.0229793917;1.821757555;1.879627943;0.2000000477;0
0.0230002254;1.814538002;1.875850916;0.2000000477;0
0.0230210591;1.807007313;1.871752501;0.2000000477;0
0.0230418928;1.799167395;1.867333412;0.2000000477;0
0.0230627265;1.791018963;1.862594604;0.2000000477;0
0.0230835602;1.782563686;1.857536793;0.2000000477;0
0.0231043939;1.773802757;1.852160931;0.2000000477;0
0.0231252275;1.764738083;1.846467733;0.2000000477;0
0.0231460612;1.755371094;1.840457916;0.2000000477;0
0.0231668949;1.74570322;1.834132671;0.2000000477;0
0.0231877286;1.73573637;1.827493191;0.2000000477;0
0.0232085623;1.725471973;1.820540428;0.2000000477;0
0.0232293960;1.714912176;1.813275576;0.2000000477;0
0.0232502297;1.70405817;1.805699825;0.2000000477;0
0.0232710633;1.69291234;1.797814608;0.2000000477;0
0.0232918970;1.681476593;1.789621353;0.2000000477;0
0.0233127307;1.669752598;1.781121492;0.2000000477;0
0.0233335644;1.6577425;1.772316217;0.2000000477;0
0.0233543981;1.645448208;1.763207197;0.2000000477;0
0.0233752318;1.632872105;1.753796101;0.2000000477;0
0.0233960655;1.620016336;1.744084597;0.2000000477;0
0.0234168991;1.606882811;1.734074116;0.2000000477;0
0.0234377328;1.59347415;1.723766327;0.2000000477;0
0.0234585665;1.579792261;1.713162899;0.2000000477;0
0.0234794002;1.565839767;1.702265978;0.2000000477;0
0.0235002339;1.551619053;1.691077709;0.2000000477;0
0.0235210676;1.537132263;1.6796;0.2000000477;0
0.0235419013;1.522382259;1.66783452;0.2000000477;0
0.0235627349;1.507371426;1.655783415;0.2000000477;0
0.0235835686;1.492102146;1.643449068;0.2000000477;0
0.0236044023;1.476577282;1.630833387;0.2000000477;0
0.0236252360;1.460799456;1.61793828;0.2000000477;0
0.0236460697;1.44477129;1.604765892;0.2000000477;0
0.0236669034;1.428495646;1.591318369;0.2000000477;0
0.0236877371;1.411975145;1.577597857;0.2000000477;0
0.0237085707;1.395212889;1.563606977;0.2000000477;0
0.0237294044;1.37821126;1.549348354;0.2000000477;0
0.0237502381;1.360973835;1.534824371;0.2000000477;0
0.0237710718;1.343502998;1.520037413;0.2000000477;0
0.0237919055;1.325801849;1.504989862;0.2000000477;0
0.0238127392;1.307873726;1.489684343;0.2000000477;0
0.0238335729;1.289721489;1.474123478;0.2000000477;0
0.0238544066;1.271348238;1.458310127;0.2000000477;0
0.0238752402;1.252757072;1.442246914;0.2000000477;0
0.0238960739;1.23395133;1.42593646;0.2000000477;0
0.0239169076;1.214934111;1.40938139;0.2000000477;0
0.0239377413;1.195708752;1.392584562;0.2000000477;0
0.0239585750;1.176278591;1.37554884;0.2000000477;0
0.0239794087;1.156646729;1.358277559;0.2000000477;0
0.0240002424;1.13681674;1.340774059;0.2000000477;0
0.0240210760;1.116791964;1.323041201;0.2000000477;0
0.0240419097;1.096575975;1.305081844;0.2000000477;0
0.0240627434;1.076171875;1.286898851;0.2000000477;0
0.0240835771;1.055583477;1.268495321;0.2000000477;0
0.0241044108;1.034814119;1.249874353;0.2000000477;0
0.0241252445;1.013867617;1.231039047;0.2000000477;0
0.0241460782;0.9927473068;1.211992502;0.2000000477;0
0.0241669118;0.9714567661;1.192738056;0.2000000477;0
0.0241877455;0.9500000477;1.173279285;0.2000000477;0
0.0242085792;0.9283804893;1.153619766;0.2000000477;0
0.0242294129;0.9066016674;1.133762836;0.2000000477;0
0.0242502466;0.884667635;1.113711834;0.2000000477;0
0.0242710803;0.8625819683;1.093469858;0.2000000477;0
0.0242919140;0.8403484821;1.073040485;0.2000000477;0
0.0243127476;0.8179709911;1.052427292;0.2000000477;0
0.0243335813;0.7954535484;1.031633854;0.2000000477;0
0.0243544150;0.7727997303;1.010663986;0.2000000477;0
0.0243752487;0.7500133514;0.9895210266;0.2000000477;0
0.0243960824;0.727098465;0.968208313;0.2000000477;0
0.0244169161;0.704059124;0.94672966;0.2000000477;0
0.0244377498;0.6808991432;0.925088644;0.2000000477;0
0.0244585834;0.6576223373;0.9032888412;0.2000000477;0
0.0244794171;0.6342329979;0.8813340664;0.2000000477;0
0.0245002508;0.6107349396;0.8592278957;0.2000000477;0
0.0245210845;0.5871322155;0.8369743824;0.2000000477;0
0.0245419182;0.5634291172;0.8145775795;0.2000000477;0
0.0245627519;0.539629221;0.7920413017;0.2000000477;0
0.0245835856;0.5157368183;0.7693691254;0.2000000477;0
0.0246044192;0.4917562008;0.7465653419;0.2000000477;0
0.0246252529;0.4676911831;0.7236337662;0.2000000477;0
0.0246460866;0.4435462952;0.7005784512;0.2000000477;0
0.0246669203;0.4193251133;0.6774032116;0.2000000477;0
0.0246877540;0.3950321674;0.6541116238;0.2000000477;0
0.0247085877;0.3706715107;0.6307077408;0.2000000477;0
0.0247294214;0.3462474346;0.6071958542;0.2000000477;0
0.0247502550;0.3217639923;0.5835800171;0.2000000477;0
0.0247710887;0.2972254753;0.559864521;0.2000000477;0
0.0247919224;0.2726359367;0.5360531807;0.2000000477;0
0.0248127561;0.2479996681;0.5121500492;0.2000000477;0
0.0248335898;0.223320961;0.4881591797;0.2000000477;0
0.0248544235;0.1986041069;0.4640846252;0.2000000477;0
0.0248752572;0.173853159;0.439930439;0.2000000477;0
0.0248960909;0.1490721703;0.4157006741;0.2000000477;0
0.0249169245;0.1242659092;0.3913993835;0.2000000477;0
0.0249377582;0.09943842888;0.367030859;0.2000000477;0
0.0249585919;0.07459354401;0.3425993919;0.2000000477;0
0.0249794256;0.04973626137;0.3181092739;0.2000000477;0
0.0250002593;0.02487015724;0.2935647964;0.2000000477;0
0.0250210930;0;0.2689700127;0.2000000477;0
0.0250419267;-0.02487015724;0.2443292141;0.2000000477;0
0.0250627603;-0.04973626137;0.2196469307;0.2000000477;0
0.0250835940;-0.07459354401;0.1949272156;0.2000000477;0
0.0251044277;-0.09943842888;0.1701741219;0.2000000477;0
0.0251252614;-0.1242659092;0.1453919411;0.2000000477;0
0.0251460951;-0.1490721703;0.1205849648;0.2000000477;0
0.0251669288;-0.173853159;0.09575748444;0.2000000477;0
0.0251877625;-0.1986041069;0.07091379166;0.2000000477;0
0.0252085961;-0.223320961;0.04605793953;0.2000000477;0
0.0252294298;-0.2479996681;0.02119398117;0.2000000477;0
0.0252502635;-0.2726359367;-0.003673791885;0.2000000477;0
0.0252710972;-0.2972254753;-0.0285410881;0.2000000477;0
0.0252919309;-0.3217639923;-0.05340385437;0.2000000477;0
0.0253127646;-0.3462474346;-0.07825756073;0.2000000477;0
0.0253335983;-0.3706715107;-0.1030979156;0.2000000477;0
0.0253544319;-0.3950321674;-0.1279206276;0.2000000477;0
0.0253752656;-0.4193251133;-0.1527211666;0.2000000477;0
0.0253960993;-0.4435460567;-0.1774954796;0.2000000477;0
0.0254169330;-0.4676911831;-0.2022395134;0.2000000477;0
0.0254377667;-0.4917562008;-0.2269489765;0.2000000477;0
0.0254586004;-0.5157368183;-0.2516198158;0.2000000477;0
0.0254794341;-0.539629221;-0.2762475014;0.2000000477;0
0.0255002677;-0.5634288788;-0.3008277416;0.2000000477;0
0.0255211014;-0.5871322155;-0.325356245;0.2000000477;0
0.0255419351;-0.6107349396;-0.3498289585;0.2000000477;0
0.0255627688;-0.6342329979;-0.3742415905;0.2000000477;0
0.0255836025;-0.6576223373;-0.3985898495;0.2000000477;0
0.0256044362;-0.6808991432;-0.4228696823;0.2000000477;0
0.0256252699;-0.704059124;-0.4470770359;0.2000000477;0
0.0256461035;-0.727098465;-0.4712078571;0.2000000477;0
0.0256669372;-0.7500133514;-0.4952580929;0.2000000477;0
0.0256877709;-0.7727994919;-0.51922369;0.2000000477;0
0.0257086046;-0.7954535484;-0.5431005955;0.2000000477;0
0.0257294383;-0.8179709911;-0.5668847561;0.2000000477;0
0.0257502720;-0.8403484821;-0.5905718803;0.2000000477;0
0.0257711057;-0.8625819683;-0.6141576767;0.2000000477;0
0.0257919393;-0.884667635;-0.6376383305;0.2000000477;0
0.0258127730;-0.9066016674;-0.6610095501;0.2000000477;0
0.0258336067;-0.9283802509;-0.6842675209;0.2000000477;0
0.0258544404;-0.9500000477;-0.7074084282;0.2000000477;0
0.0258752741;-0.9714567661;-0.7304282188;0.2000000477;0
0.0258961078;-0.9927473068;-0.7533226013;0.2000000477;0
0.0259169415;-1.013867617;-0.7760875225;0.2000000477;0
0.0259377751;-1.034814119;-0.7987191677;0.2000000477;0
0.0259586088;-1.055583477;-0.8212137222;0.2000000477;0
0.0259794425;-1.076171875;-0.8435676098;0.2000000477;0
0.0260002762;-1.096575737;-0.8657770157;0.2000000477;0
0.0260211099;-1.116791964;-0.8878381252;0.2000000477;0
0.0260419436;-1.13681674;-0.9097473621;0.2000000477;0
0.0260627773;-1.156646729;-0.9315009117;0.2000000477;0
0.0260836110;-1.176278353;-0.9530947208;0.2000000477;0
0.0261044446;-1.195708752;-0.9745249748;0.2000000477;0
0.0261252783;-1.214934111;-0.995787859;0.2000000477;0
0.0261461120;-1.23395133;-1.016879797;0.2000000477;0
0.0261669457;-1.252757072;-1.037797451;0.2000000477;0
0.0261877794;-1.271348;-1.058537483;0.2000000477;0
0.0262086131;-1.289721251;-1.079096556;0.2000000477;0
0.0262294468;-1.307873726;-1.099470854;0.2000000477;0
0.0262502804;-1.325801849;-1.119656801;0.2000000477;0
0.0262711141;-1.34350276;-1.13965106;0.2000000477;0
0.0262919478;-1.360973597;-1.159450054;0.2000000477;0
0.0263127815;-1.37821126;-1.179050446;0.2000000477;0
0.0263336152;-1.39521265;-1.198448896;0.2000000477;0
0.0263544489;-1.411975145;-1.217642069;0.2000000477;0
0.0263752826;-1.428495646;-1.236626625;0.2000000477;0
0.0263961162;-1.44477129;-1.255399227;0.2000000477;0
0.0264169499;-1.460799456;-1.273956537;0.2000000477;0
0.0264377836;-1.476577282;-1.292295694;0.2000000477;0
0.0264586173;-1.492102146;-1.310413599;0.2000000477;0
0.0264794510;-1.507371187;-1.328307152;0.2000000477;0
0.0265002847;-1.522382259;-1.345973253;0.2000000477;0
0.0265211184;-1.537132263;-1.363408804;0.2000000477;0
0.0265419520;-1.551618814;-1.380610704;0.2000000477;0
0.0265627857;-1.565839767;-1.397576094;0.2000000477;0
0.0265836194;-1.579792261;-1.414302111;0.2000000477;0
0.0266044531;-1.593473911;-1.430785418;0.2000000477;0
0.0266252868;-1.606882811;-1.447023153;0.2000000477;0
0.0266461205;-1.620016336;-1.463012695;0.2000000477;0
0.0266669542;-1.632872105;-1.478751421;0.2000000477;0
0.0266877878;-1.645448208;-1.494236708;0.2000000477;0
0.0267086215;-1.657742262;-1.509465933;0.2000000477;0
0.0267294552;-1.669752359;-1.524436474;0.2000000477;0
0.0267502889;-1.681476355;-1.539145708;0.2000000477;0
0.0267711226;-1.69291234;-1.553591251;0.2000000477;0
0.0267919563;-1.70405817;-1.56777072;0.2000000477;0
0.0268127900;-1.714911938;-1.581681728;0.2000000477;0
0.0268336236;-1.725471973;-1.595321655;0.2000000477;0
0.0268544573;-1.73573637;-1.608688116;0.2000000477;0
0.0268752910;-1.74570322;-1.621778965;0.2000000477;0
0.0268961247;-1.755371094;-1.634592295;0.2000000477;0
0.0269169584;-1.764738083;-1.647125721;0.2000000477;0
0.0269377921;-1.773802757;-1.65937686;0.2000000477;0
0.0269586258;-1.782563448;-1.671343803;0.2000000477;0
0.0269794594;-1.791018724;-1.683024645;0.2000000477;0
0.0270002931;-1.799167156;-1.694417238;0.2000000477;0
0.0270211268;-1.807007313;-1.705519676;0.2000000477;0
0.0270419605;-1.814537764;-1.716329813;0.2000000477;0
0.0270627942;-1.821757317;-1.726845741;0.2000000477;0
0.0270836279;-1.82866478;-1.737065792;0.2000000477;0
0.0271044616;-1.835258961;-1.746988297;0.2000000477;0
0.0271252953;-1.841538668;-1.756611586;0.2000000477;0
0.0271461289;-1.847502708;-1.765933752;0.2000000477;0
0.0271669626;-1.853150368;-1.774953127;0.2000000477;0
0.0271877963;-1.858480453;-1.783668041;0.2000000477;0
0.0272086300;-1.863492012;-1.792077065;0.2000000477;0
0.0272294637;-1.868184328;-1.800178766;0.2000000477;0
0.0272502974;-1.872556448;-1.807971954;0.2000000477;0
0.0272711311;-1.876607656;-1.815455437;0.2000000477;0
0.0272919647;-1.880337477;-1.822627783;0.2000000477;0
0.0273127984;-1.883745193;-1.829487562;0.2000000477;0
0.0273336321;-1.886830091;-1.836033821;0.2000000477;0
0.0273544658;-1.889591455;-1.842265606;0.2000000477;0
0.0273752995;-1.892029285;-1.848181963;0.2000000477;0
0.0273961332;-1.894142866;-1.853781939;0.2000000477;0
0.0274169669;-1.895931959;-1.859064579;0.2000000477;0
0.0274378005;-1.897396088;-1.864028931;0.2000000477;0
0.0274586342;-1.898535013;-1.86867404;0.2000000477;0
0.0274794679;-1.899348736;-1.872999191;0.2000000477;0
0.0275003016;-1.899837255;-1.877003431;0.2000000477;0
0.0275211353;-1.899999857;-1.880686045;0.2000000477;0
0.0275419690;-1.899837255;-1.884046555;0.2000000477;0
0.0275628027;-1.899348736;-1.887084246;0.2000000477;0
0.0275836363;-1.898535013;-1.889798641;0.2000000477;0
0.0276044700;-1.897396088;-1.892189264;0.2000000477;0
0.0276253037;-1.895931959;-1.894255638;0.2000000477;0
0.0276461374;-1.894142866;-1.895997286;0.2000000477;0
0.0276669711;-1.892029285;-1.897413969;0.2000000477;0
0.0276878048;-1.889591455;-1.898505449;0.2000000477;0
0.0277086385;-1.886830091;-1.899271488;0.2000000477;0
0.0277294721;-1.883745193;-1.899711847;0.2000000477;0
0.0277503058;-1.880337477;-1.899826288;0.2000000477;0
0.0277711395;-1.876607656;-1.899614811;0.2000000477;0
0.0277919732;-1.872556448;-1.899077654;0.2000000477;0
0.0278128069;-1.868184328;-1.898215055;0.2000000477;0
0.0278336406;-1.863492012;-1.897027016;0.2000000477;0
0.0278544743;-1.858480453;-1.895513773;0.2000000477;0
0.0278753079;-1.853150368;-1.893675566;0.2000000477;0
0.0278961416;-1.847502708;-1.891512871;0.2000000477;0
0.0279169753;-1.841538668;-1.889026165;0.2000000477;0
0.0279378090;-1.835258961;-1.886216164;0.2000000477;0
0.0279586427;-1.82866478;-1.883083344;0.2000000477;0
0.0279794764;-1.821757317;-1.879628181;0.2000000477;0
0.0280003101;-1.814537764;-1.875851154;0.2000000477;0
0.0280211437;-1.807007313;-1.871752739;0.2000000477;0
0.0280419774;-1.799167156;-1.867333651;0.2000000477;0
0.0280628111;-1.791018724;-1.862594843;0.2000000477;0
0.0280836448;-1.782563448;-1.857537031;0.2000000477;0
0.0281044785;-1.773802757;-1.852161169;0.2000000477;0
0.0281253122;-1.764738083;-1.846467972;0.2000000477;0
0.0281461459;-1.755371094;-1.840458155;0.2000000477;0
0.0281669796;-1.74570322;-1.83413291;0.2000000477;0
0.0281878132;-1.73573637;-1.827493429;0.2000000477;0
0.0282086469;-1.725471973;-1.820540667;0.2000000477;0
0.0282294806;-1.714911938;-1.813275814;0.2000000477;0
0.0282503143;-1.70405817;-1.805700064;0.2000000477;0
0.0282711480;-1.69291234;-1.797814846;0.2000000477;0
0.0282919817;-1.681476355;-1.789621592;0.2000000477;0
0.0283128154;-1.669752359;-1.781121731;0.2000000477;0
0.0283336490;-1.657742262;-1.772316456;0.2000000477;0
0.0283544827;-1.645448208;-1.763207436;0.2000000477;0
0.0283753164;-1.632872105;-1.753796339;0.2000000477;0
0.0283961501;-1.620016336;-1.744084835;0.2000000477;0
0.0284169838;-1.606882811;-1.734074354;0.2000000477;0
0.0284378175;-1.593473911;-1.723766565;0.2000000477;0
0.0284586512;-1.579792261;-1.713163137;0.2000000477;0
0.0284794848;-1.565839767;-1.702266216;0.2000000477;0
0.0285003185;-1.551618814;-1.691077948;0.2000000477;0
0.0285211522;-1.537132263;-1.679600239;0.2000000477;0
0.0285419859;-1.522382259;-1.667834759;0.2000000477;0
0.0285628196;-1.507371187;-1.655783653;0.2000000477;0
0.0285836533;-1.492102146;-1.643449306;0.2000000477;0
0.0286044870;-1.476577282;-1.630833626;0.2000000477;0
0.0286253206;-1.460799456;-1.617938519;0.2000000477;0
0.0286461543;-1.44477129;-1.60476613;0.2000000477;0
0.0286669880;-1.428495646;-1.591318607;0.2000000477;0
0.0286878217;-1.411975145;-1.577598095;0.2000000477;0
0.0287086554;-1.39521265;-1.563607216;0.2000000477;0
0.0287294891;-1.37821126;-1.549348593;0.2000000477;0
0.0287503228;-1.360973597;-1.53482461;0.2000000477;0
0.0287711564;-1.34350276;-1.520037651;0.2000000477;0
0.0287919901;-1.325801849;-1.504990101;0.2000000477;0
0.0288128238;-1.307873726;-1.489684582;0.2000000477;0
0.0288336575;-1.289721251;-1.474123716;0.2000000477;0
0.0288544912;-1.271348;-1.458310366;0.2000000477;0
0.0288753249;-1.252757072;-1.442247152;0.2000000477;0
0.0288961586;-1.23395133;-1.425936699;0.2000000477;0
0.0289169922;-1.214934111;-1.409381628;0.2000000477;0
0.0289378259;-1.195708752;-1.392584801;0.2000000477;0
0.0289586596;-1.176278353;-1.375549078;0.2000000477;0
0.0289794933;-1.156646729;-1.358277559;0.2000000477;0
0.0290003270;-1.13681674;-1.340773344;0.2000000477;0
0.0290211607;-1.116791964;-1.32303977;0.2000000477;0
0.0290419944;-1.096575737;-1.305079937;0.2000000477;0
0.0290628280;-1.076171875;-1.286896467;0.2000000477;0
0.0290836617;-1.055583477;-1.26849246;0.2000000477;0
0.0291044954;-1.034814119;-1.249871254;0.2000000477;0
0.0291253291;-1.013867617;-1.231035709;0.2000000477;0
0.0291461628;-0.9927473068;-1.211989164;0.2000000477;0
0.0291669965;-0.9714567661;-1.192734718;0.2000000477;0
0.0291878302;-0.9500000477;-1.173275948;0.2000000477;0
0.0292086639;-0.9283802509;-1.153616428;0.2000000477;0
0.0292294975;-0.9066016674;-1.133759737;0.2000000477;0
0.0292503312;-0.884667635;-1.113708973;0.2000000477;0
0.0292711649;-0.8625819683;-1.093467236;0.2000000477;0
0.0292919986;-0.8403484821;-1.073038101;0.2000000477;0
0.0293128323;-0.8179709911;-1.052425146;0.2000000477;0
0.0293336660;-0.7954535484;-1.031631947;0.2000000477;0
0.0293544997;-0.7727994919;-1.010662317;0.2000000477;0
0.0293753333;-0.7500133514;-0.9895195961;0.2000000477;0
0.0293961670;-0.727098465;-0.9682071209;0.2000000477;0
0.0294170007;-0.704059124;-0.9467284679;0.2000000477;0
0.0294378344;-0.6808991432;-0.9250874519;0.2000000477;0
0.0294586681;-0.6576223373;-0.9032876492;0.2000000477;0
0.0294795018;-0.6342329979;-0.8813328743;0.2000000477;0
0.0295003355;-0.6107349396;-0.8592267036;0.2000000477;0
0.0295211691;-0.5871322155;-0.8369731903;0.2000000477;0
0.0295420028;-0.5634288788;-0.8145763874;0.2000000477;0
0.0295628365;-0.539629221;-0.7920401096;0.2000000477;0
0.0295836702;-0.5157368183;-0.7693679333;0.2000000477;0
0.0296045039;-0.4917562008;-0.7465641499;0.2000000477;0
0.0296253376;-0.4676911831;-0.7236325741;0.2000000477;0
0.0296461713;-0.4435460567;-0.7005772591;0.2000000477;0
0.0296670049;-0.4193251133;-0.6774020195;0.2000000477;0
0.0296878386;-0.3950321674;-0.6541104317;0.2000000477;0
0.0297086723;-0.3706715107;-0.6307065487;0.2000000477;0
0.0297295060;-0.3462474346;-0.6071946621;0.2000000477;0
0.0297503397;-0.3217639923;-0.583578825;0.2000000477;0
0.0297711734;-0.2972254753;-0.5598633289;0.2000000477;0
0.0297920071;-0.2726359367;-0.536052227;0.2000000477;0
0.0298128407;-0.2479996681;-0.512149334;0.2000000477;0
0.0298336744;-0.223320961;-0.4881584644;0.2000000477;0
0.0298545081;-0.1986041069;-0.46408391;0.2000000477;0
0.0298753418;-0.173853159;-0.4399297237;0.2000000477;0
0.0298961755;-0.1490721703;-0.4156999588;0.2000000477;0
0.0299170092;-0.1242659092;-0.3913986683;0.2000000477;0
0.0299378429;-0.09943842888;-0.3670301437;0.2000000477;0
0.0299586765;-0.07459354401;-0.3425986767;0.2000000477;0
0.0299795102;-0.04973626137;-0.3181085587;0.2000000477;0
0.0300003439;-0.02487015724;-0.2935640812;0.2000000477;0
0.0300211776;0;-0.2689692974;0.2000000477;0
0.0300420113;0.02487015724;-0.2443284988;0.2000000477;0
0.0300628450;0.04973626137;-0.2196462154;0.2000000477;0
0.0300836787;0.07459354401;-0.1949265003;0.2000000477;0
0.0301045123;0.09943842888;-0.1701734066;0.2000000477;0
0.0301253460;0.1242659092;-0.1453912258;0.2000000477;0
0.0301461797;0.1490721703;-0.1205842495;0.2000000477;0
0.0301670134;0.173853159;-0.09575676918;0.2000000477;0
0.0301878471;0.1986041069;-0.0709130764;0.2000000477;0
0.0302086808;0.223320961;-0.04605722427;0.2000000477;0
0.0302295145;0.2479996681;-0.02119326591;0.2000000477;0
0.0302503482;0.2726359367;0.003674507141;0.2000000477;0
0.0302711818;0.2972254753;0.02854180336;0.2000000477;0
0.0302920155;0.3217639923;0.05340456963;0.2000000477;0
0.0303128492;0.3462474346;0.07825827599;0.2000000477;0
0.0303336829;0.3706715107;0.1030986309;0.2000000477;0
0.0303545166;0.3950321674;0.1279213428;0.2000000477;0
0.0303753503;0.4193251133;0.1527218819;0.2000000477;0
0.0303961840;0.4435462952;0.1774961948;0.2000000477;0
0.0304170176;0.4676911831;0.2022402287;0.2000000477;0
0.0304378513;0.4917562008;0.2269496918;0.2000000477;0
0.0304586850;0.5157368183;0.2516202927;0.2000000477;0
0.0304795187;0.539629221;0.2762477398;0.2000000477;0
0.0305003524;0.5634291172;0.3008277416;0.2000000477;0
0.0305211861;0.5871322155;0.325356245;0.2000000477;0
0.0305420198;0.6107349396;0.3498289585;0.2000000477;0
0.0305628534;0.6342329979;0.3742415905;0.2000000477;0
0.0305836871;0.6576223373;0.3985898495;0.2000000477;0
0.0306045208;0.6808991432;0.4228696823;0.2000000477;0
0.0306253545;0.704059124;0.4470770359;0.2000000477;0
0.0306461882;0.727098465;0.4712078571;0.2000000477;0
0.0306670219;0.7500133514;0.4952580929;0.2000000477;0
0.0306878556;0.7727997303;0.51922369;0.2000000477;0
0.0307086892;0.7954535484;0.5431005955;0.2000000477;0
0.0307295229;0.8179709911;0.5668847561;0.2000000477;0
0.0307503566;0.8403484821;0.5905718803;0.2000000477;0
0.0307711903;0.8625819683;0.6141576767;0.2000000477;0
0.0307920240;0.884667635;0.6376383305;0.2000000477;0
0.0308128577;0.9066016674;0.6610095501;0.2000000477;0
0.0308336914;0.9283804893;0.6842675209;0.2000000477;0
0.0308545250;0.9500000477;0.7074084282;0.2000000477;0
0.0308753587;0.9714567661;0.7304282188;0.2000000477;0
0.0308961924;0.9927473068;0.7533226013;0.2000000477;0
0.0309170261;1.013867617;0.7760875225;0.2000000477;0
0.0309378598;1.034814119;0.7987191677;0.2000000477;0
0.0309586935;1.055583477;0.8212137222;0.2000000477;0
0.0309795272;1.076171875;0.8435676098;0.2000000477;0
0.0310003608;1.096575975;0.8657770157;0.2000000477;0
0.0310211945;1.116791964;0.8878381252;0.2000000477;0
0.0310420282;1.13681674;0.9097473621;0.2000000477;0
0.0310628619;1.156646729;0.9315011501;0.2000000477;0
0.0310836956;1.176278591;0.9530956745;0.2000000477;0
0.0311045293;1.195708752;0.9745266438;0.2000000477;0
0.0311253630;1.214934111;0.9957902431;0.2000000477;0
0.0311461966;1.23395133;1.016882896;0.2000000477;0
